job_id,title,company,location,description,source,job_uid,dedup_key

• Co-construire des propositions à fort impact business

• Négocier et conclure des engagements structurants (contrats cadres, programmes pluriannuels)

3. Leadership commercial

• Diffuser les meilleures pratiques de vente

• Accompagner les managers dans les ventes complexes

• Contribuer à la montée en maturité commerciale du cabinet

Pour en savoir plus sur notre pilier Smart Data .

TON PROFIL

• Formation supérieure (grande école de commerce ou d'ingénieur)
• 5-7 ans d'expérience commerciale en conseil tech

• Track record démontré en développement commercial

• Réseau actif de clients sur la dimension data/IA

• Une bonne compréhension des enjeux Data & IA est un plus

• Capacité à dialoguer aussi bien avec des dirigeants qu'avec des profils techniques

• Anglais courant

POURQUOI CE POSTE EST STRATÉGIQUE

• Positionnement cabinet premium, orienté impact et excellence

• Impact direct sur la croissance du cabinet

• Exposition C-level

• Offres à forte valeur (IA, transformation data, innovation)

• Environnement entrepreneurial en forte accélération

ENVIRONNEMENT DE TRAVAIL

Rattaché• e à l'un des associés du cabinet, tu participeras aux comités de direction et travailleras en étroite collaboration avec les responsables d'offres, les managers de projets, ainsi qu'avec les équipes marketing, communication et partenariats.

Ce que nous t'apportons...

FORMATIONS ET DÉVELOPPEMENT DE CARRIÈRE

Formation, onboarding, accompagnement par un coach interne, plan de certifications et de formations annuel.

AVANTAGES
• Remboursement de tes frais de transports (remboursement à 100% de ton pass navigo ou forfait mobilité durable jusqu'à 700€ par an pour l'utilisation et l'aide à l'achat de matériel de mobilité douce).
• Titres restaurant à hauteur de 216€/mois pris en charge à 60% par Saegus (Carte Swile).
• Prime vacances (versée en juin).
• Prime téléphone 25€/mois.
• Prime d'intéressement aux résultats de l'entreprise.
• Prise en charge par Saegus de la mutuelle à la hauteur de 75%.

COHÉSION ET CONVIVIALITÉ

Deux activités par mois, séminaire annuel, accès aux locaux et événements mensuels.

PROCESSUS DE RECRUTEMENT

Le processus de recrutement se déroule en 3 phases maximum :

• Entretien de préqualification avec l'équipe Talent.
• Entretien avec un Directeur ou un Associé Smart Data pour te projeter sur les missions réalisées.
• Restitution d'un Business Plan avec les Associés, suivi d'un échange autour d'un café avec l'équipe.

Saegus place la diversité et l'égalité des chances au cœur de ses préoccupations et s'engage dans ses recrutements à ne sélectionner les candidats que sur la base de critères professionnels.

Prêt• e à écrire la prochaine page de ton aventure avec nous ?

Département Smart Data Poste Senior Manager Localisations SAEGUS Statut à distance Hybride Type de contrat CDI",jsearch,jsearch_ykGre_QYp5tgDWTuAAAAAA==,"business development representative - data & ia | saegus | paris, fr"
oT5gqB_EUSJ8acWdAAAAAA==,"alt 2026 - apprenti(e) en data analysis, business intelligence et transformation digitale",airbus sas,"toulouse, fr","Job Description:

Envie de déployer vos ailes ? Et si votre aventure commençait avec nous ? Quel que soit le métier de vos rêves, nous avons peut-être l’apprentissage qu’il vous faut !

Vous rejoindrez une entreprise reconnue à l’international, implantée sur tous les continents du monde et riche d’une diversité de parcours, d’expertise et de culture. Tournée vers le digital, à la pointe de la recherche et de l’innovation, vous avez l’opportunité de faire partie de cette aventure passionnante.

Opter pour une ou plusieurs années en alternance est une occasion unique de combiner savoirs acquis dans le cadre de votre formation et application de ces savoirs sur le terrain dans un environnement professionnel challengeant. L’équipe Airbus vous formera et vous accompagnera dans votre évolution tout au long de votre période d’alternance.

Une offre d’apprentissage intitulée « ALT 2026 - Apprenti(e) en Data Analysis, Business Intelligence et Transformation Digitale (h/f) » vient de s'ouvrir au sein d’Airbus SAS sur son site de Colomiers.

Vous rejoindrez une équipe de 10 personnes au sein du département « Customer Delivery Relations » en charge d’analyser et de s’assurer de la satisfaction de nos clients tout au long du processus de fabrication et de livraison de leurs avions.

Cet apprentissage consistera à occuper un rôle central et transverse de référent technique pour coordonner la migration des outils CRM, optimiser l'analyse de données via Skywise et intégrer des solutions d'intelligence artificielle.

Cet apprentissage débutera à la rentrée scolaire 2026 pour une durée de 2 ans.

Tâches et responsabilités :

Encadré(e) par votre tuteur(trice), vous développerez vos compétences en travaillant sur les activités suivantes :
• Migration Salesforce & Expérience Client : Accompagner le passage de Qualtrics vers Salesforce (configuration technique, gestion des données intégrées et création de reportings).

• Data Management (Skywise/Palantir) : Créer et maintenir des solutions d'analyse sous Slate et Workspace, incluant la gestion de datasets complexes (nettoyage, fusion de sources multiples).

• Optimisation Python : Améliorer, déboguer et optimiser les codes existants utilisés dans les outils de suivi opérationnel.

• Innovation & Intelligence Artificielle : Collaborer à l'intégration de modèles IA (GenAI / Gemini) pour anticiper les problématiques et affiner l'analyse des retours clients.

• Data-Visualisation : Implémenter des tableaux de bord intuitifs et ergonomiques pour faciliter la prise de décision des équipes métiers.

• Automatisation Google Workspace : Développer des outils collaboratifs via GSheet et AppScript pour automatiser les processus internes.

Compétences & Prérequis :

Vous allez intégrer une formation de niveau BAC +5 dans le domaine de la Data Analysis, Informatique ou MIAGE pour un apprentissage d’une durée de 2 ans.

Vous avez les connaissances et compétences suivantes :
• Maîtrise de Python et SQL.

• Connaissances en langages web (HTML, CSS, JavaScript) et Google AppScript.

• Capacité en Data-Visualisation et simplification d'informations techniques.

• Soft Skills : Curiosité, proactivité, autonomie et capacité à être force de proposition dans un environnement multiculturel.

Compétences linguistiques :
• Anglais : Courant (indispensable pour les échanges internationaux et la documentation).

• Français : Courant.

Vous pourrez, selon les offres proposées, être amené(e) à vous déplacer.

Notre processus de sélection

L’étude des candidatures est réalisée par un recruteur.

Si votre candidature est validée par le recruteur, vous serez invité(e) à réaliser un entretien vidéo différé. Cet entretien vidéo sera visionné par le recruteur. Si votre candidature est présélectionnée à l’issue de cette étape, elle sera transmise au/à la manager du poste.

Le/la manager (et/ou tuteur(trice)) organisera des entretiens avec les candidat(e)s présélectionné(e) avant de choisir le/la candidat(e) final(e) retenu(e) sur le poste.

Avantages liés à l’entreprise

Notre engagement en faveur du bien-être de nos employés s'étend à la fois à leur vie professionnelle et à leur vie personnelle.

Qu'il s'agisse de rémunérations compétitives ou de régimes de soins de santé complets, nous offrons à nos employé(e)s des avantages et des privilèges en fonction de nos implantations dans le monde - certains sont spécifiques à chaque pays. En outre, nous offrons diverses possibilités de croissance et de développement professionnels, afin de garantir l'évolution constante de vos compétences et de votre expertise.

Pour en savoir plus, nous vous invitons à consulter notre site :

https://www.airbus.com/en/careers/life-at-airbus/reward-and-benefits

Information complémentaire

Dans l'éventualité où notre offre d'alternance retiendrait votre intérêt, veuillez préparer les informations suivantes, qui vous seront demandées au moment de votre candidature :

1. Code RNCP (Répertoire national des certifications professionnelles) de la formation visée,

2. Durée de la formation visée,

3. Nature du contrat envisagé (contrat d'apprentissage ou de professionnalisation) par l’école.

This job requires an awareness of any potential compliance risks and a commitment to act with integrity, as the foundation for the Company’s success, reputation and sustainable growth.

Company:
AIRBUS SAS

Employment Type:
Apprenticeship
-------

Experience Level:
Student

Job Family:
Digital

By submitting your CV or application you are consenting to Airbus using and storing information about you for monitoring purposes relating to your application or future employment. This information will only be used by Airbus.
Airbus is committed to achieving workforce diversity and creating an inclusive working environment. We welcome all applications irrespective of social and cultural background, age, gender, disability, sexual orientation or religious belief.

Airbus is, and always has been, committed to equal opportunities for all. As such, we will never ask for any type of monetary exchange in the frame of a recruitment process. Any impersonation of Airbus to do so should be reported to emsom@airbus.com .

At Airbus, we support you to work, connect and collaborate more easily and flexibly. Wherever possible, we foster flexible working arrangements to stimulate innovative thinking.",jsearch,jsearch_oT5gqB_EUSJ8acWdAAAAAA==,"alt 2026 - apprenti(e) en data analysis, business intelligence et transformation digitale | airbus sas | toulouse, fr"
J6Y5S6kpwkaUErkeAAAAAA==,data engineer / analyst junior,ai partner,"lyon, fr","Description de l'entreprise
Ai Partner est une entreprise de conseil et d'ingénierie en intelligence artificielle, dédiée à accompagner les organisations dans la conception et l’implémentation de solutions IA sur mesure. Nos domaines d’expertise incluent le conseil stratégique, le développement de solutions robustes en IA et Data, et l’exploitation d’architectures IA souveraines. De la création de feuilles de route à l’industrialisation, nous aidons nos clients à intégrer efficacement l’intelligence artificielle dans leurs processus métiers. Rejoindre Ai Partner, c’est participer à des projets innovants au cœur des technologies de demain.

Description du poste
Nous recherchons un/une Data Engineer/Analyst Junior pour renforcer notre équipe à Lyon. Ce rôle à temps plein inclut le développement technique et l’analyse des solutions de données, ainsi que l’implémentation de pipelines pour gérer des flux de données complexes. Vous aurez également pour mission de participer à nos missions d'analyse de données, de modélisation et à la création d’entrepôts pour soutenir ces analyses décisionnelles. Ce poste est hybride, avec des jours proposés en télétravail en complément de votre activité sur site dans nos bureaux de Lyon.

Des déplacements chez nos clients, notamment à l'étranger sont à prévoir.

Qualifications
• Compétences en Data Engineering : Expérience ou appétence pour la construction et gestion des systèmes de traitement des données.
• Compétences en Data Modeling et Data Warehousing : Compréhension des bases de la modélisation de données et de la création d’entrepôts pour une organisation structurée.
• Compétences en Data Analytics : Solides bases pour analyser des données, produire des tableaux de bord et générer des insights.
• Connaissances additionnelles : Maîtrise de langages tels que Python et SQL va sans dire.",jsearch,jsearch_J6Y5S6kpwkaUErkeAAAAAA==,"data engineer / analyst junior | ai partner | lyon, fr"
16x9n8RIwdEye0haAAAAAA==,big data engineer (h/f/nb),keyrus france,"levallois-perret, fr","Qui sommes-nous ? Une success story dans la Data et le Digital !
Notre mission ? Des projets à forte valeur ajoutée pour accroître la performance et la compétitivité des entreprises, faciliter et accélérer leur transformation.
Notre expertise depuis plus de 25 ans ? Le conseil et l'intégration de solutions innovantes autour de trois domaines :

• Data Intelligence

Business Intelligence, Big Data & Analytics, Intelligence Artificielle

• Digital Experience

Conseil, Stratégie & Performance Digitales

• Conseil en Management & Transformation

Stratégie & Innovation, Pilotage de la Performance & Accompagnement des Projets

Nous sommes plus de 3000 talents sur plus de 20 pays et 4 continents. Notre ADN ? Innover et entreprendre.
Le job :
Les principales missions qui vous seront confiées seront les suivantes:

• Mettre en œuvre divers outils de développement, de test, d'automatisation et d'infrastructure informatique.

• Définir et paramétrer les processus de développement, de test, de publication, de mise à jour et de support pour les opérations DevOps.

• Avoir les compétences techniques pour examiner, vérifier et valider le code logiciel développé dans le cadre du projet.

• Surveiller les processus tout au long du cycle de vie pour leur adhésion et mettre à jour ou créer de nouveaux processus pour l'amélioration et la minimisation du gaspillage.

• Encourager et créer des processus automatisés dans la mesure du possible.

• Identifier et déployer des mesures de cybersécurité en effectuant en permanence une évaluation des vulnérabilités et une gestion des risques.

• S'efforcer d'améliorer continuellement et de construire une intégration continue, un développement continu et un pipeline de déploiement constant (CI/CD Pipeline)

• Gestion des rapports périodiques sur les progrès à la direction et au client.

Environnement Technique:
- Langage : Scala, Java, Python, SQL
- Framework : Spark
- BDD : Relationnelles et non relationnelles, SQL, Mongodb, CoucheBase, ElasticSearch, BigQuery...
- Data Warehousing : Snowflake ou DataBricks
- Cloud : GCP Big Data, AWS Glue, et Azure Data Factory
- OPS : Ansible, Git, Jenkins, Docker, Kubernetes ou encore Azure DEVOPS
Le profil :

• Vous avez 5 ans d'expérience.

• Vous parlez anglais couramment.

Pourquoi nous rejoindre ?
Pour intégrer une communauté d’experts curieux et passionnés et évoluer dans un environnement multiculturel, formateur et favorisant la mobilité internationale.
Parce que vous êtes #DataGeek, #DigitalAddict, #InnovationLover !

#KeyrusRocks #YouRock
Keyrus est une entreprise où il fait bon vivre et travailler !
Découvrez :
La vie chez Keyrus en 60 sec
Keyrus en 3 mots
Nos animations pour nos collaborateurs sur Facebook et sur Instagram.
Notre vidéo par Welcome To The Jungle

#LI-ME1",jsearch,jsearch_16x9n8RIwdEye0haAAAAAA==,"big data engineer (h/f/nb) | keyrus france | levallois-perret, fr"
Xr6xdEPsrJ5NAJ1UAAAAAA==,ingénieur(e) senior data & mlops (f/h),mews partners,"cachan, fr","Vous serez au cœur de l’infrastructure technique de Mews Labs, à l’interface entre les data scientists, les développeurs et les clients industriels. Vous interviendrez sur des données hétérogènes issues de contextes variés (ERP, données expertes, bases métier, capteurs IoT).
Dans ce cadre, vos missions principales seront :
o Concevoir et opérer des pipelines de données robustes pour des données industrielles hétérogènes issues des projets Mews Labs ;
o Définir l’architecture data des projets en lien avec les équipes de Consultants (stockage, transformation, orchestration) ainsi que l’infrastructure nécessaire au déploiement de ces solutions ;
o Industrialiser les modèles de simulation, optimisation et IA développés par l’équipe R&D (packaging, serving, monitoring, A/B testing) ;
o Mettre en place et administrer l’infrastructure MLOps (CI/CD ML, registres de modèles et autres artéfacts), améliorer la reproductibilité des modèles ;
o Garantir la qualité, la traçabilité et la gouvernance des données conformément aux exigences des secteurs industriels clients (aéronautique, énergie, pharmacie) : mise en place d’outils de suivi et administration de ceux-ci ;
o Former et accompagner l’équipe sur les bonnes pratiques data engineering et MLOps ;
o Contribuer aux avant-ventes et propositions techniques sur le volet infrastructure et données.",jsearch,jsearch_Xr6xdEPsrJ5NAJ1UAAAAAA==,"ingénieur(e) senior data & mlops (f/h) | mews partners | cachan, fr"
zTjdiBzHC_Ulan59AAAAAA==,data engineer f/h depp c1,"direction de l'évaluation, de la prospective et de la performance","paris, fr","Intégré(e) à l'équipe du pôle « Data et Innovation » de DEPP C1 composé de 4 agents sous la responsabilité du chef de pôle, vos missions correspondent à un rôle de cadre technique travaillant sur des projets liés à la donnée, en équipe avec les autres agents du pôle, les agents du DEPP C1 et les bureaux métier de la DEPP. Vous rendez compte de l’avancée de vos projets au chef de pôle, à l’adjoint au chef du DEPP C1 et au chef du DEPP C1.Vous êtes intégré(e) à des projets data pour répondre aux besoins de la DEPP. En tant que data engineer, vous travaillez en collaboration avec les chefs de projet maîtrise d’ouvrage, les autres agents de DEPP C1, ainsi que les autres services statistiques en académie ou au Ministère.Vous participez aux différents projets du pôle data en fonction des besoins.À savoir :· BCP : la Base Centrale de Pilotage est la base de données de référence du ministère. Elle comporte des données structurées par thème sur les apprentis, les élèves du 1er degré et du 2nd degré (y compris post-bac), les élèves en situation de handicap, les examens, les personnels, les établissements, la démographie générale et scolaire. Ces données sont mises en perspective de façon historique et documentée.· Archipel : outil de restitution d’indicateurs pour les chefs d’établissement et les services statistiques.· Cohorte : projet de suivi longitudinal des élèves ayant pour objectif d’enrichir les analyses de la DEPP en rassemblant divers indicateurs (résultats aux examens, cursus scolaire, résultats aux tests d’évaluation des acquis tout au long de la scolarité, etc.) et/ou en en produisant de nouveaux afin de permettre le suivi des élèves dans le temps.· Data lakehouse : projet d’entrepôt de données les statisticiens de la DEPP intégrant le catalogue des jeux de données, des indicateurs de qualités, etc.Vous intervenez notamment sur des projets de data visualisation, d’intégration, de transformation et de restitution des données ainsi que des scripts d’automatisation d’intégration des données.Le caractère central de ces projets dans le SI de la DEPP confère au poste une densité et une importance particulières.Ce poste demande des compétences à la fois techniques, organisationnelles et liées aux données (Python, R, SQL, BI, ETL, méthodes de projet, etc.) afin de dialoguer avec les maîtrises d’ouvrage et les utilisateurs (souvent analystes de données) pour assurer l’alimentation, la cohérence et la pertinence des données.",jsearch,jsearch_zTjdiBzHC_Ulan59AAAAAA==,"data engineer f/h depp c1 | direction de l'évaluation, de la prospective et de la performance | paris, fr"
Tw-V9gzPXTOhfIUNAAAAAA==,data engineer senior f/h/d,biomerieux sa career site - multi-lingual,"marcy-l'étoile, fr","Entreprise familiale, bioMérieux est un acteur mondial dans le domaine du diagnostic in vitro. Depuis plus de 60 ans, partout dans le monde, nous concevons et développons des solutions diagnostiques innovantes pour améliorer la santé des patients et des consommateurs. Aujourd'hui, nos équipes sont présentes dans 46 pays et servent 160 pays grâce à un large réseau de distributeurs.

Rejoindre bioMérieux, c’est choisir une société familiale et humaniste, portée par une vision long terme, au service de la santé publique dans le monde.

Rejoignez l’équipe R&D Data Science Europe, basée à Marcy‑l’Étoile ou La Balme, en tant que Data Engineer Senior F/H/D et contribuez à développer des solutions data fiables, performantes et sécurisées au service d’innovations majeures en santé.

Vous jouerez un rôle central dans la conception, l’industrialisation et l’évolution de notre infrastructure data. Vous combinerez technologies cloud, pipelines robustes et exigences élevées de sécurité pour manipuler des données sensibles en toute confiance.

Moteur de l’amélioration continue, vous encouragerez les meilleures pratiques d’ingénierie et la diffusion d’une culture data. Vous évoluerez dans un environnement international et collaborerez étroitement avec les équipes R&D, Software et Systèmes d’Information.
Le poste implique également des déplacements réguliers sur les différents sites de la région Rhône‑Alpes afin d’accompagner les projets sur nos différents sites.

Quelles seront vos missions ?

Vos missions s'articuleront autour de 3 axes principaux : construire et optimiser nos plateformes data, garantir la qualité, la cohérence et la sécurité des données et impulser les bonnes pratiques d’ingénierie.
Plus précisément :

• Concevoir, développer et maintenir des pipelines et entrepôts de données robustes et évolutifs (Python, SQL, cloud) pour le departement Data science EU,
• Automatiser et orchestrer les workflows pour assurer performance, fiabilité et industrialisation,
• Mettre en œuvre des transformations de données fiables, traçables et conformes aux exigences d’intégrité,
• Appliquer les normes de conformité et de sécurité (ISO27001, ISO13485, HIPAA, GDPR) pour la gestion de données sensibles et PHI,
• Participer aux revues de code, ateliers techniques et projets d’amélioration continue,
• Diffuser les bonnes pratiques via mentoring, documentation et formations internes dans le département DATA science EU,
• Assurer une veille technologique active sur les tendances du data engineering.

Qui êtes-vous ?

• Expérience confirmée (5 ans +) en ingénierie data, gestion de plateformes et pipelines batch/temps réel,
• Excellente maîtrise de Python, SQL et des technologies de traitement de données,
• Expérience confirmée en pipelines ETL/ELT, orchestrations (Snowflake, Prefect, Databricks, Dagster…), monitoring et CI/CD.Maîtrise des environnements cloud (Azure, AWS, .. ),
• Connaissance des normes ISO27001, ISO13485, HIPAA, GDPR fortement appréciée.Idéalement connaissance des standards de données santé (HL7, FHIR, OMOP…),
• Leadership technique et capacité à accompagner la montée en compétence des équipes,
• Esprit collaboratif et aisance dans des environnements pluridisciplinaires,
• Rigueur, documentation claire,
• Curiosité, autonomie et appétence pour l’innovation,
• Anglais courant obligatoire

bioMérieux s'engage à éviter toute discrimination et à traiter tous les candidats de manière équitable sans distinction d'origine, de sexe, d'âge, de caractéristiques physiques, d'origine sociale, de handicap, d'appartenance syndicale, de religion, de situation familiale, de grossesse, d'orientation sexuelle, d'identité de genre, d'expression de genre ou de tout autre critère illégal selon la loi applicable.
*F/H/D : Femme/Homme/Diversité : bioMérieux s'engage à promouvoir l'égalité des chances en matière d’emploi.",jsearch,jsearch_Tw-V9gzPXTOhfIUNAAAAAA==,"data engineer senior f/h/d | biomerieux sa career site - multi-lingual | marcy-l'étoile, fr"
Xqt28PNE0fYRljdSAAAAAA==,data analyst it,nexys recrutement,"paris, fr","Présentation de l'entrepriseNexys Recrutement, cabinet spécialisé dans l’informatique et le digital, recherche pour l’un de ses clients un Data Analyst pour accompagner ses équipes dans l’exploitation et l’analyse de données stratégiques.Url du recruteur: www.nexys-recrutement.comMission du posteCollecter, nettoyer et fiabiliser de gros volumes de données issues de systèmes variés (CRM, ERP, logs applicatifs…)Concevoir et maintenir des tableaux de bord et rapports interactifs (Power BI, Tableau, Looker, Qlik)Réaliser des analyses statistiques et des modélisations pour identifier tendances et KPIsConstruire des pipelines de données (ETL) et automatiser les processus de reportingCollaborer étroitement avec les équipes IT, Produit et Business pour orienter les décisions stratégiquesContrat: Non cadreProfil recherchéExpérience confirmée en tant que Data Analyst / Business Analyst (≥2-3 ans)Maîtrise avancée de SQL (requêtes complexes, optimisation, jointures)Solide pratique d’un ou plusieurs langages analytiques : Python (pandas, numpy, scikit-learn) ou RBonne connaissance des environnements cloud (Azure Data Factory, Google BigQuery, AWS Redshift, Snowflake)Compétences en modélisation de données et gestion de bases relationnellesCulture Data et compréhension des enjeux business (KPI, ROI, segmentation)Sens de la communication, pédagogie et capacité à vulgariser des analyses complexes",jsearch,jsearch_Xqt28PNE0fYRljdSAAAAAA==,"data analyst it | nexys recrutement | paris, fr"
B8IhZ0KSx3pPcVPlAAAAAA==,alternance - data analyst - achat/performance f/h,safran electrical & power,"blagnac, fr","Envie de booster ton avenir ?

Tu veux débuter ta carrière dans un secteur innovant et international ?
Rejoins Safran Electrical & Power, leader mondial de l'électrification aéronautique 🌍

Chez Safran, nous croyons à la force du collectif 💪 : ensemble, nous innovons, progressons et relevons les grands défis de demain.
Grâce à Safran Together, chaque collaborateur évolue dans un environnement où confiance, esprit d'équipe et audace sont encouragés au quotidien ✨

Ici, exprime pleinement ton talent dans une aventure partagée : participe à des projets d'envergure, apprends et relève des challenges stimulants aux côtés d'une équipe passionnée 🌟

Tu rejoindras le département SPM SEP Eurasia, composé de 34 collaborateurs, au cœur de la direction Achats SEP 🌍.

Dans le cadre de notre transformation digitale, tu participeras activement à la digitalisation et l'optimisation des activités SPM, à travers des projets concrets et stratégiques pour l'entreprise.

🎯 Tes missions

Digitalisation & automatisation :

- Développer un SharePoint pour partager et valoriser le travail des équipes opérationnelles et managériales
- Automatiser la présentation des rapports d'activité selon les niveaux hiérarchiques et thématiques

Business Intelligence :

- Créer et maintenir plusieurs rapports Power BI / Power Query à partir de multiples sources de données
- Aider les équipes à prendre des décisions rapides et fiables grâce à des outils BI efficaces

Data & gouvernance :

- Assurer la qualité, la cohérence et la fiabilité des données
- Définir et suivre les règles de gestion et catalogage des données
- Documenter les processus et flux de données pour faciliter la capitalisation

Support aux équipes :

- Collaborer avec les équipes SPM Eurasia & North America, l'équipe outils Achats SEP et la DSI SEP
- Recueillir les besoins, proposer des améliorations et optimiser les outils existants

En participant à cette aventure, tu seras au cœur de la digitalisation SPM, tu soutiendras les équipes dans leur transformation et tu contribueras directement à l'efficacité des processus stratégiques ✨

Des déplacements en France seront envisageables.
Du fait de l'aspect multinational de SEP et de la couverture du projet, le poste est bilingue",jsearch,jsearch_B8IhZ0KSx3pPcVPlAAAAAA==,"alternance - data analyst - achat/performance f/h | safran electrical & power | blagnac, fr"
KAfeTL126XvEXpkvAAAAAA==,développeur / développeuse data,elicap,"andrésy, fr","Collecte et analyse des volumes importants de données, tout en garantissant la sécurité de celles-ci. Développe des solutions de traitement et d'industrialisation de ces données en mobilisant son expertise technique (technologies du Big Data, langages, ..) en lien avec les équipes qui les analysent et les équipes métier. Déploie et maintient la solution sur son cycle de vie.",jsearch,jsearch_KAfeTL126XvEXpkvAAAAAA==,"développeur / développeuse data | elicap | andrésy, fr"
8KywY2oaLM_nQ_DBAAAAAA==,inspecteur data scientist / coordination internationale h/f,credit agricole personal finance & mobility - aig,"massy, fr","L'Inspection Générale Groupe CAPFM, certifié par l'IFACI pour son respect des normes internationales d'audit interne, a pour mission de veiller à la bonne maîtrise des risques et au respect de la réglementation. L'équipe est multidisciplinaire et aguerrie aux travaux transverses dans un milieu multiculturel et chacun de ses membres justifie de compétences diverses et complémentaires.
Vous intégrerez une Ligne Métier Audit Interne composée de 90 personnes, un tiers au sein de L'Inspection Générale Groupe, et le reste de l'effectif dans nos Unités internationales.
En votre qualité d’auditeur Data Scientist, vous intégrerez des missions d'audit en France et à l'international, en apportant votre savoir-faire d’audit associé à des techniques innovantes basées sur des méthodes récentes d’analyse de données (machine learning et deep learning notamment) afin de mettre en exergue des zones de risques exhaustives, y compris grâce à l’utilisation poussée d’outils statistiques.
Vous évoluerez au sein de la communauté des développeurs du Groupe CAPFM, véritable pépinière d’accompagnement des initiatives innovantes et disposant d’outils performants à la réalisation de travaux en recherche fondamentale sur l’ensemble des domaines de l’Intelligence Artificielle. Le métier d’audit interne se basant sur de multiples besoins sur-mesure, vous serez par ailleurs amenés à développer et entrainer vos propres modèles d’Intelligence Artificielle tout au long de votre parcours.
Vous assurerez la veille sur les outils et méthodes d'analyse et de développement pour améliorer les résultats des travaux et vous animerez les nécessaires actions de sensibilisation et les formations sur le sujet auprès des équipes d'auditeurs et de chefs de mission.
Par ailleurs, vous participerez à l'enrichissement de la base de connaissance de l’Inspection Générale sur les organisations, architectures et dictionnaire de données du Groupe en entretenant des relations avec l'ensemble de ses Directions informatiques et audits internes.
Des déplacements en France et à l’étranger sont à prévoir, de 8 à 16 semaines par an.
Un passage réussi au sein de notre Unité ouvre des perspectives à terme vers des responsabilités hiérarchiques, opérationnelles ou fonctionnelles en France et à l'étranger aussi bien au sein du Groupe CAPFM que dans l'ensemble des entités du Groupe Crédit Agricole, notamment au sein de la Ligne Métier Audit Interne.",jsearch,jsearch_8KywY2oaLM_nQ_DBAAAAAA==,"inspecteur data scientist / coordination internationale h/f | credit agricole personal finance & mobility - aig | massy, fr"
